,Year,Jurisdiction,Month_index,Month,Number,Area (hectares),area per fire
2317,2000,Quebec,8,August,51,481.5,9.441176470588236
2318,2000,Quebec,9,September,44,13.4,0.30454545454545456
2319,2001,Quebec,10,October,8,31.6,3.95
2320,2001,Quebec,11,November,2,0.0,0.0
2321,2001,Quebec,4,April,98,155.1,1.5826530612244898
2322,2001,Quebec,5,May,294,5100.2,17.347619047619048
2323,2001,Quebec,6,June,127,7768.6,61.170078740157486
2324,2001,Quebec,7,July,109,19323.4,177.2788990825688
2325,2001,Quebec,8,August,324,684.5,2.1126543209876543
2326,2001,Quebec,9,September,41,4.8,0.11707317073170731
2327,2002,Quebec,10,October,11,0.0,0.0
2328,2002,Quebec,11,November,1,0.0,0.0
2329,2002,Quebec,3,March,1,0.0,0.0
2330,2002,Quebec,4,April,53,37.2,0.7018867924528303
2331,2002,Quebec,5,May,127,456.9,3.5976377952755905
2332,2002,Quebec,6,June,84,140533.9,1673.022619047619
2333,2002,Quebec,7,July,249,872552.3,3504.2261044176707
2334,2002,Quebec,8,August,164,49.4,0.30121951219512194
2335,2002,Quebec,9,September,205,119.9,0.5848780487804879
2336,2003,Quebec,10,October,12,4.5,0.375
2337,2003,Quebec,4,April,39,44.2,1.1333333333333333
2338,2003,Quebec,5,May,252,7678.5,30.470238095238095
2339,2003,Quebec,6,June,192,46095.5,240.08072916666666
2340,2003,Quebec,7,July,78,1858.2,23.823076923076922
2341,2003,Quebec,8,August,91,32149.8,353.2945054945055
2342,2003,Quebec,9,September,52,29.6,0.5692307692307692
2343,2004,Quebec,10,October,28,11.2,0.39999999999999997
2344,2004,Quebec,11,November,1,0.0,0.0
2345,2004,Quebec,4,April,32,35.6,1.1125
2346,2004,Quebec,5,May,82,72.3,0.8817073170731707
2347,2004,Quebec,6,June,75,480.5,6.406666666666666
2348,2004,Quebec,7,July,39,2308.6,59.194871794871794
2349,2004,Quebec,8,August,26,116.0,4.461538461538462
2350,2004,Quebec,9,September,36,20.0,0.5555555555555556
2351,2005,Quebec,10,October,3,0.6,0.19999999999999998
2352,2005,Quebec,11,November,1,0.1,0.1
2353,2005,Quebec,4,April,104,114.6,1.1019230769230768
2354,2005,Quebec,5,May,258,576559.6,2234.7271317829454
2355,2005,Quebec,6,June,160,74758.5,467.240625
2356,2005,Quebec,7,July,431,146333.2,339.5201856148492
2357,2005,Quebec,8,August,313,827.3,2.6431309904153353
2358,2005,Quebec,9,September,104,1536.4,14.773076923076925
2359,2006,Quebec,10,October,7,32.9,4.7
2360,2006,Quebec,11,November,1,0.0,0.0
2361,2006,Quebec,3,March,1,0.1,0.1
2362,2006,Quebec,4,April,92,64.7,0.7032608695652174
2363,2006,Quebec,5,May,106,24971.5,235.58018867924528
2364,2006,Quebec,6,June,256,102037.1,398.582421875
2365,2006,Quebec,7,July,129,9226.0,71.51937984496124
2366,2006,Quebec,8,August,49,6.7,0.13673469387755102
2367,2006,Quebec,9,September,42,12.1,0.28809523809523807
2368,2007,Quebec,10,October,28,30.0,1.0714285714285714
2369,2007,Quebec,11,November,3,1.8,0.6
2370,2007,Quebec,4,April,37,36.5,0.9864864864864865
2371,2007,Quebec,5,May,269,83705.7,311.17360594795537
2372,2007,Quebec,6,June,319,258704.4,810.985579937304
2373,2007,Quebec,7,July,61,50.0,0.819672131147541
2374,2007,Quebec,8,August,192,120.1,0.6255208333333333
2375,2007,Quebec,9,September,26,33.6,1.2923076923076924
2376,2008,Quebec,10,October,9,1.7,0.18888888888888888
2377,2008,Quebec,11,November,2,1.5,0.75
2378,2008,Quebec,4,April,33,59.4,1.8
2379,2008,Quebec,5,May,77,45.7,0.5935064935064935
2380,2008,Quebec,6,June,36,1168.2,32.45
2381,2008,Quebec,7,July,18,138.6,7.699999999999999
2382,2008,Quebec,8,August,35,66.1,1.8885714285714283
2383,2008,Quebec,9,September,12,0.4,0.03333333333333333
2384,2009,Quebec,10,October,2,0.0,0.0
2385,2009,Quebec,11,November,7,3.3,0.4714285714285714
2386,2009,Quebec,3,March,1,0.1,0.1
2387,2009,Quebec,4,April,105,103.4,0.9847619047619048
2388,2009,Quebec,5,May,94,186.0,1.9787234042553192
2389,2009,Quebec,6,June,195,91586.5,469.674358974359
2390,2009,Quebec,7,July,21,2042.3,97.25238095238095
2391,2009,Quebec,8,August,26,5.5,0.21153846153846154
2392,2009,Quebec,9,September,32,44.6,1.39375
2393,2010,Quebec,10,October,7,0.8,0.1142857142857143
2394,2010,Quebec,11,November,4,6.5,1.625
2395,2010,Quebec,3,March,11,11.3,1.0272727272727273
2396,2010,Quebec,4,April,107,61.3,0.5728971962616822
2397,2010,Quebec,5,May,251,206976.7,824.6083665338646
2398,2010,Quebec,6,June,152,107650.3,708.2256578947369
2399,2010,Quebec,7,July,89,90.0,1.0112359550561798
2400,2010,Quebec,8,August,95,78.9,0.8305263157894738
2401,2010,Quebec,9,September,21,8.0,0.38095238095238093
2402,2011,Quebec,10,October,25,279.5,11.18
2403,2011,Quebec,11,November,5,2.6,0.52
2404,2011,Quebec,4,April,4,4.4,1.1
2405,2011,Quebec,5,May,62,813.0,13.112903225806452
2406,2011,Quebec,6,June,75,6881.9,91.75866666666666
2407,2011,Quebec,7,July,71,4249.3,59.84929577464789
2408,2011,Quebec,8,August,58,135.6,2.3379310344827586
2409,2011,Quebec,9,September,29,31.2,1.0758620689655172
2410,2012,Quebec,10,October,7,5.7,0.8142857142857143
2411,2012,Quebec,11,November,3,0.8,0.26666666666666666
2412,2012,Quebec,3,March,14,9.5,0.6785714285714286
2413,2012,Quebec,4,April,113,102.1,0.9035398230088495
2414,2012,Quebec,5,May,180,49480.1,274.88944444444445
2415,2012,Quebec,6,June,93,13071.3,140.5516129032258
2416,2012,Quebec,7,July,267,1337.8,5.010486891385767
2417,2012,Quebec,8,August,86,25.7,0.29883720930232555
2418,2012,Quebec,9,September,32,10.1,0.315625
2419,2013,Quebec,10,October,15,5.2,0.3466666666666667
2420,2013,Quebec,11,November,3,0.0,0.0
2421,2013,Quebec,4,April,64,30.5,0.4765625
2422,2013,Quebec,5,May,161,171.3,1.0639751552795031
2423,2013,Quebec,6,June,88,1517966.5,17249.61931818182
2424,2013,Quebec,7,July,135,354653.4,2627.0622222222223
2425,2013,Quebec,8,August,34,9.0,0.2647058823529412
2426,2013,Quebec,9,September,15,6.3,0.42
2427,2014,Quebec,10,October,5,22.9,4.58
2428,2014,Quebec,11,November,3,1.1,0.3666666666666667
2429,2014,Quebec,4,April,14,33.3,2.3785714285714286
2430,2014,Quebec,5,May,56,17423.5,311.13392857142856
2431,2014,Quebec,6,June,72,32679.8,453.8861111111111
2432,2014,Quebec,7,July,66,12757.3,193.29242424242423
2433,2014,Quebec,8,August,65,791.9,12.183076923076923
2434,2014,Quebec,9,September,11,10.9,0.990909090909091
2435,2015,Quebec,10,October,9,0.3,0.03333333333333333
2436,2015,Quebec,11,November,2,0.7,0.35
2437,2015,Quebec,12,December,1,0.0,0.0
2438,2015,Quebec,4,April,28,15.3,0.5464285714285715
2439,2015,Quebec,5,May,212,208.0,0.9811320754716981
2440,2015,Quebec,6,June,45,2679.9,59.553333333333335
2441,2015,Quebec,7,July,39,1877.7,48.146153846153844
2442,2015,Quebec,8,August,29,595.4,20.53103448275862
2443,2015,Quebec,9,September,19,2.3,0.12105263157894736
2444,2016,Quebec,10,October,25,3.7,0.14800000000000002
2445,2016,Quebec,11,November,5,0.0,0.0
2446,2016,Quebec,12,December,1,0.1,0.1
2447,2016,Quebec,3,March,1,0.1,0.1
2448,2016,Quebec,4,April,88,35.1,0.39886363636363636
2449,2016,Quebec,5,May,120,84.1,0.7008333333333333
2450,2016,Quebec,6,June,119,3980.9,33.45294117647059
2451,2016,Quebec,7,July,141,29031.8,205.89929078014183
2452,2016,Quebec,8,August,86,234.4,2.7255813953488373
2453,2016,Quebec,9,September,16,0.6,0.0375
2454,2017,Quebec,10,October,22,29.5,1.3409090909090908
2455,2017,Quebec,11,November,2,0.0,0.0
2456,2017,Quebec,4,April,25,10.5,0.42
2457,2017,Quebec,5,May,32,311.0,9.71875
2458,2017,Quebec,6,June,77,36988.6,480.37142857142857
2459,2017,Quebec,7,July,88,930.3,10.571590909090908
2460,2017,Quebec,8,August,56,121.1,2.1625
2461,2017,Quebec,9,September,15,0.9,0.060000000000000005
2462,2018,Quebec,10,October,13,1.4,0.10769230769230768
2463,2018,Quebec,11,November,1,0.0,0.0
2464,2018,Quebec,4,April,12,12.7,1.0583333333333333
2465,2018,Quebec,5,May,188,170.4,0.9063829787234042
2466,2018,Quebec,6,June,123,63534.7,516.5422764227642
2467,2018,Quebec,7,July,199,22505.8,113.09447236180904
2468,2018,Quebec,8,August,38,31.0,0.8157894736842105
2469,2018,Quebec,9,September,18,4.7,0.2611111111111111
2470,2019,Quebec,10,October,9,0.5,0.05555555555555555
2471,2019,Quebec,4,April,3,0.1,0.03333333333333333
2472,2019,Quebec,5,May,53,27.6,0.5207547169811321
2473,2019,Quebec,6,June,58,5000.8,86.22068965517242
2474,2019,Quebec,7,July,119,4549.0,38.226890756302524
2475,2019,Quebec,8,August,95,24.5,0.2578947368421053
2476,2019,Quebec,9,September,20,1.5,0.075
2477,1990,Saskatchewan,10,October,10,51.76,5.176
2478,1990,Saskatchewan,3,March,2,0.02,0.01
2479,1990,Saskatchewan,4,April,18,124.92,6.94
2480,1990,Saskatchewan,5,May,103,689.1663161,6.6909351077669905
2481,1990,Saskatchewan,6,June,275,17430.36934,63.38316123636364
2482,1990,Saskatchewan,7,July,130,36262.83544,278.944888
2483,1990,Saskatchewan,8,August,314,161417.1571,514.0673792993631
2484,1990,Saskatchewan,9,September,45,79.45,1.7655555555555555
2485,1991,Saskatchewan,1,January,2,0.02,0.01
2486,1991,Saskatchewan,10,October,31,493.46,15.918064516129032
2487,1991,Saskatchewan,11,November,14,3.45,0.24642857142857144
2488,1991,Saskatchewan,12,December,2,0.08,0.04
2489,1991,Saskatchewan,3,March,1,0.5,0.5
2490,1991,Saskatchewan,4,April,79,4438.4,56.18227848101265
2491,1991,Saskatchewan,5,May,127,882.61,6.949685039370078
2492,1991,Saskatchewan,6,June,75,713.52,9.5136
2493,1991,Saskatchewan,7,July,111,43178.17,388.9925225225225
2494,1991,Saskatchewan,8,August,272,148441.32,545.7401470588236
2495,1991,Saskatchewan,9,September,48,23.58,0.49124999999999996
2496,1992,Saskatchewan,10,October,7,228.9,32.7
2497,1992,Saskatchewan,11,November,2,0.02,0.01
2498,1992,Saskatchewan,3,March,3,1.85,0.6166666666666667
2499,1992,Saskatchewan,4,April,50,663.87,13.2774
2500,1992,Saskatchewan,5,May,103,5248.6,50.95728155339806
2501,1992,Saskatchewan,6,June,151,48404.86,320.5619867549669
2502,1992,Saskatchewan,7,July,150,26474.31,176.49540000000002
2503,1992,Saskatchewan,8,August,215,16697.33,77.662
2504,1992,Saskatchewan,9,September,18,36.65,2.036111111111111
2505,1993,Saskatchewan,1,January,2,0.12,0.06
2506,1993,Saskatchewan,10,October,3,0.21,0.06999999999999999
2507,1993,Saskatchewan,11,November,2,0.21,0.105
2508,1993,Saskatchewan,2,February,1,0.01,0.01
2509,1993,Saskatchewan,3,March,21,1010.37,48.112857142857145
2510,1993,Saskatchewan,4,April,47,6353.38,135.17829787234044
2511,1993,Saskatchewan,5,May,219,352914.02,1611.4795433789955
2512,1993,Saskatchewan,6,June,216,179581.19,831.3943981481482
2513,1993,Saskatchewan,7,July,82,68320.54,833.1773170731707
2514,1993,Saskatchewan,8,August,30,3.37,0.11233333333333334
2515,1993,Saskatchewan,9,September,22,16.42,0.7463636363636365
2516,1994,Saskatchewan,1,January,1,0.01,0.01
2517,1994,Saskatchewan,10,October,10,14.3,1.4300000000000002
2518,1994,Saskatchewan,3,March,1,0.25,0.25
2519,1994,Saskatchewan,4,April,28,219.19,7.828214285714286
2520,1994,Saskatchewan,5,May,95,1740.24,18.318315789473683
2521,1994,Saskatchewan,6,June,153,585282.82,3825.377908496732
2522,1994,Saskatchewan,7,July,74,175084.31,2366.004189189189
2523,1994,Saskatchewan,8,August,193,64365.01,333.49746113989636
2524,1994,Saskatchewan,9,September,142,19313.32,136.00929577464788
2525,1995,Saskatchewan,10,October,9,1.2,0.13333333333333333
2526,1995,Saskatchewan,11,November,3,18.6,6.2
2527,1995,Saskatchewan,12,December,1,0.05,0.05
2528,1995,Saskatchewan,4,April,10,85.13,8.513
2529,1995,Saskatchewan,5,May,221,1125484.31,5092.689185520362
2530,1995,Saskatchewan,6,June,283,518604.27,1832.5239222614841
2531,1995,Saskatchewan,7,July,85,4129.99,48.58811764705882
2532,1995,Saskatchewan,8,August,18,99.54,5.53
2533,1995,Saskatchewan,9,September,20,10.8,0.54
2534,1996,Saskatchewan,1,January,1,0.1,0.1
2535,1996,Saskatchewan,10,October,3,0.53,0.17666666666666667
2536,1996,Saskatchewan,2,February,1,0.01,0.01
2537,1996,Saskatchewan,4,April,6,9.47,1.5783333333333334
2538,1996,Saskatchewan,5,May,62,526.02,8.484193548387097
2539,1996,Saskatchewan,6,June,123,5253.45,42.7109756097561
2540,1996,Saskatchewan,7,July,161,6884.13,42.75857142857143
2541,1996,Saskatchewan,8,August,53,312.26,5.891698113207547
2542,1996,Saskatchewan,9,September,15,1.02,0.068
2543,1997,Saskatchewan,10,October,2,0.14,0.07
2544,1997,Saskatchewan,4,April,10,70.45,7.045
2545,1997,Saskatchewan,5,May,92,1345.17,14.621413043478261
2546,1997,Saskatchewan,6,June,52,569.45,10.95096153846154
2547,1997,Saskatchewan,7,July,150,1197.25,7.9816666666666665
2548,1997,Saskatchewan,8,August,168,685.64,4.081190476190476
2549,1997,Saskatchewan,9,September,15,8.81,0.5873333333333334
2550,1998,Saskatchewan,10,October,6,24.61,4.101666666666667
2551,1998,Saskatchewan,12,December,1,0.5,0.5
2552,1998,Saskatchewan,4,April,107,5319.95,49.71915887850467
2553,1998,Saskatchewan,5,May,292,207488.9,710.5784246575342
2554,1998,Saskatchewan,6,June,216,169808.05,786.1483796296296
2555,1998,Saskatchewan,7,July,354,201841.59,570.1739830508475
2556,1998,Saskatchewan,8,August,219,453815.75,2072.2180365296804
2557,1998,Saskatchewan,9,September,71,396.87,5.589718309859155
2558,1999,Saskatchewan,10,October,7,14.19,2.027142857142857
2559,1999,Saskatchewan,11,November,7,32.08,4.582857142857143
2560,1999,Saskatchewan,3,March,1,1.0,1.0
2561,1999,Saskatchewan,4,April,51,802.7,15.73921568627451
2562,1999,Saskatchewan,5,May,100,24794.86,247.9486
2563,1999,Saskatchewan,6,June,158,17383.81,110.02411392405064
2564,1999,Saskatchewan,7,July,252,134075.4,532.0452380952381
2565,1999,Saskatchewan,8,August,158,3715.8,23.517721518987344
2566,1999,Saskatchewan,9,September,6,0.4,0.06666666666666667
2567,2000,Saskatchewan,0,Unspecified,1,0.1,0.1
2568,2000,Saskatchewan,1,January,1,0.3,0.3
2569,2000,Saskatchewan,10,October,10,65.51,6.551
2570,2000,Saskatchewan,3,March,3,8.1,2.6999999999999997
2571,2000,Saskatchewan,4,April,45,1473.19,32.73755555555556
2572,2000,Saskatchewan,5,May,70,2227.4,31.82
2573,2000,Saskatchewan,6,June,137,74530.3,544.016788321168
2574,2000,Saskatchewan,7,July,89,57316.57,644.006404494382
2575,2000,Saskatchewan,8,August,45,5162.1,114.71333333333334
2576,2000,Saskatchewan,9,September,13,22.6,1.7384615384615385
2577,2001,Saskatchewan,1,January,3,0.03,0.01
2578,2001,Saskatchewan,10,October,43,1539.46,35.80139534883721
2579,2001,Saskatchewan,2,February,1,0.01,0.01
2580,2001,Saskatchewan,3,March,3,0.11,0.03666666666666667
2581,2001,Saskatchewan,4,April,120,23835.68,198.63066666666666
2582,2001,Saskatchewan,5,May,154,12981.85,84.29772727272727
2583,2001,Saskatchewan,6,June,200,146380.92,731.9046000000001
2584,2001,Saskatchewan,7,July,114,7511.6,65.89122807017544
2585,2001,Saskatchewan,8,August,150,10545.47,70.30313333333334
2586,2001,Saskatchewan,9,September,68,633.29,9.313088235294117
2587,2002,Saskatchewan,0,Unspecified,6,0.85,0.14166666666666666
2588,2002,Saskatchewan,1,January,1,0.5,0.5
2589,2002,Saskatchewan,10,October,1,0.01,0.01
2590,2002,Saskatchewan,2,February,3,0.03,0.01
2591,2002,Saskatchewan,3,March,3,0.82,0.2733333333333333
2592,2002,Saskatchewan,4,April,35,663.15,18.947142857142858
2593,2002,Saskatchewan,5,May,289,156593.03,541.8443944636679
2594,2002,Saskatchewan,6,June,345,689216.79,1997.7298260869566
2595,2002,Saskatchewan,7,July,172,33099.18,192.4370930232558
2596,2002,Saskatchewan,8,August,20,7.56,0.378
2597,2002,Saskatchewan,9,September,5,28.12,5.6240000000000006
2598,2003,Saskatchewan,10,October,19,491.7,25.878947368421052
2599,2003,Saskatchewan,4,April,46,642.79,13.973695652173912
2600,2003,Saskatchewan,5,May,133,10328.79,77.66007518796994
2601,2003,Saskatchewan,6,June,71,22176.36,312.3430985915493
2602,2003,Saskatchewan,7,July,219,41836.22,191.0329680365297
2603,2003,Saskatchewan,8,August,140,49033.76,350.24114285714285
2604,2003,Saskatchewan,9,September,12,1154.13,96.17750000000001
2605,2004,Saskatchewan,10,October,2,1.8,0.9
2606,2004,Saskatchewan,11,November,1,3.0,3.0
2607,2004,Saskatchewan,2,February,2,20.1,10.05
2608,2004,Saskatchewan,3,March,1,30.0,30.0
2609,2004,Saskatchewan,4,April,19,324.8,17.094736842105263
2610,2004,Saskatchewan,5,May,80,315.82,3.94775
2611,2004,Saskatchewan,6,June,26,6550.35,251.93653846153848
2612,2004,Saskatchewan,7,July,164,246199.01,1501.2134756097562
2613,2004,Saskatchewan,8,August,31,4633.68,149.47354838709677
2614,2004,Saskatchewan,9,September,3,53.05,17.683333333333334
2615,2005,Saskatchewan,10,October,1,250.0,250.0
2616,2005,Saskatchewan,4,April,14,567.85,40.56071428571429
2617,2005,Saskatchewan,5,May,72,3842.34,53.365833333333335
2618,2005,Saskatchewan,6,June,32,40423.64,1263.23875
2619,2005,Saskatchewan,7,July,188,168588.02,896.7447872340425
2620,2005,Saskatchewan,8,August,14,101.45,7.246428571428572
2621,2005,Saskatchewan,9,September,2,0.16,0.08
2622,2006,Saskatchewan,1,January,11,11974.04,1088.549090909091
2623,2006,Saskatchewan,10,October,3,4.2,1.4000000000000001
2624,2006,Saskatchewan,11,November,5,37.61,7.522
2625,2006,Saskatchewan,12,December,9,5.57,0.6188888888888889
2626,2006,Saskatchewan,2,February,19,57922.37,3048.545789473684
2627,2006,Saskatchewan,3,March,7,273638.2,39091.17142857143
2628,2006,Saskatchewan,4,April,77,87897.62,1141.5275324675324
2629,2006,Saskatchewan,5,May,56,1708.24,30.504285714285714
2630,2006,Saskatchewan,6,June,203,405613.53,1998.0962068965518
2631,2006,Saskatchewan,7,July,66,32516.1,492.6681818181818
2632,2006,Saskatchewan,8,August,35,319933.64,9140.961142857142
2633,2006,Saskatchewan,9,September,9,12475.42,1386.1577777777777
2634,2007,Saskatchewan,10,October,1,0.1,0.1
2635,2007,Saskatchewan,4,April,42,383.36,9.127619047619048
2636,2007,Saskatchewan,5,May,76,8735.41,114.93960526315789
2637,2007,Saskatchewan,6,June,76,126234.03,1660.9740789473683
2638,2007,Saskatchewan,7,July,123,76049.07,618.2851219512196
2639,2007,Saskatchewan,8,August,46,1471.13,31.981086956521743
2640,2007,Saskatchewan,9,September,2,0.02,0.01
2641,2008,Saskatchewan,10,October,12,289.8,24.150000000000002
2642,2008,Saskatchewan,4,April,27,1037.82,38.437777777777775
2643,2008,Saskatchewan,5,May,161,13013.5,80.82919254658385
2644,2008,Saskatchewan,6,June,264,773251.75,2928.9839015151515
2645,2008,Saskatchewan,7,July,98,314686.85,3211.090306122449
2646,2008,Saskatchewan,8,August,31,27878.42,899.3038709677419
2647,2008,Saskatchewan,9,September,5,19.09,3.818
2648,2009,Saskatchewan,11,November,1,0.2,0.2
2649,2009,Saskatchewan,4,April,59,399.39,6.7693220338983044
2650,2009,Saskatchewan,5,May,193,5340.53,27.671139896373056
2651,2009,Saskatchewan,6,June,201,31392.92,156.1836815920398
2652,2009,Saskatchewan,7,July,11,391.3,35.57272727272727
2653,2009,Saskatchewan,8,August,17,9.83,0.5782352941176471
2654,2009,Saskatchewan,9,September,29,25.2,0.8689655172413793
2655,2010,Saskatchewan,10,October,1,0.02,0.02
2656,2010,Saskatchewan,4,April,54,1805.36,33.43259259259259
2657,2010,Saskatchewan,5,May,101,16556.86,163.9293069306931
2658,2010,Saskatchewan,6,June,163,1341275.7,8228.68527607362
2659,2010,Saskatchewan,7,July,189,338638.72,1791.7392592592591
2660,2010,Saskatchewan,8,August,63,36530.52,579.8495238095237
2661,2011,Saskatchewan,10,October,12,16.07,1.3391666666666666
2662,2011,Saskatchewan,11,November,1,0.1,0.1
2663,2011,Saskatchewan,4,April,20,107.15,5.3575
2664,2011,Saskatchewan,5,May,142,25756.99,181.38725352112678
2665,2011,Saskatchewan,6,June,67,272089.88,4061.042985074627
2666,2011,Saskatchewan,7,July,18,18288.0,1016.0
2667,2011,Saskatchewan,8,August,15,32.89,2.1926666666666668
2668,2011,Saskatchewan,9,September,28,27428.91,979.6039285714286
2669,2012,Saskatchewan,10,October,1,1.0,1.0
2670,2012,Saskatchewan,11,November,2,0.2,0.1
2671,2012,Saskatchewan,4,April,36,471.9,13.108333333333333
2672,2012,Saskatchewan,5,May,87,101471.2,1166.335632183908
2673,2012,Saskatchewan,6,June,38,4904.0,129.05263157894737
2674,2012,Saskatchewan,7,July,166,117386.8,707.1493975903614
2675,2012,Saskatchewan,8,August,69,3230.9,46.82463768115942
2676,2012,Saskatchewan,9,September,11,45.5,4.136363636363637
2677,2013,Saskatchewan,10,October,4,0.4,0.1
2678,2013,Saskatchewan,5,May,168,16383.6,97.52142857142857
2679,2013,Saskatchewan,6,June,51,19283.6,378.1098039215686
2680,2013,Saskatchewan,7,July,46,277747.5,6037.989130434783
2681,2013,Saskatchewan,8,August,113,48430.0,428.5840707964602
2682,2013,Saskatchewan,9,September,47,1992.0,42.38297872340426
2683,2014,Saskatchewan,10,October,3,0.4,0.13333333333333333
2684,2014,Saskatchewan,4,April,5,2.0,0.4
2685,2014,Saskatchewan,5,May,141,15356.16,108.90893617021277
2686,2014,Saskatchewan,6,June,37,112072.6,3028.9891891891893
2687,2014,Saskatchewan,7,July,111,119892.2,1080.10990990991
2688,2014,Saskatchewan,8,August,97,95321.82,982.699175257732
2689,2014,Saskatchewan,9,September,9,138.3,15.366666666666667
2690,2015,Saskatchewan,10,October,11,11658.10756,1059.82796
2691,2015,Saskatchewan,11,November,1,0.1,0.1
2692,2015,Saskatchewan,3,March,1,0.1,0.1
2693,2015,Saskatchewan,4,April,72,2013.942452,27.971422944444445
2694,2015,Saskatchewan,5,May,193,291831.6047,1512.0808533678758
2695,2015,Saskatchewan,6,June,254,1318280.962,5190.082527559055
2696,2015,Saskatchewan,7,July,147,132677.1507,902.5656510204082
2697,2015,Saskatchewan,8,August,38,2266.78148,59.652144210526316
2698,2015,Saskatchewan,9,September,6,4.3,0.7166666666666667
2699,2016,Saskatchewan,4,April,84,1738.6,20.697619047619046
2700,2016,Saskatchewan,5,May,111,4640.7,41.80810810810811
2701,2016,Saskatchewan,6,June,124,228398.02,1841.9195161290322
2702,2016,Saskatchewan,7,July,53,19849.58,374.5203773584906
2703,2016,Saskatchewan,8,August,22,136.7,6.213636363636363
2704,2016,Saskatchewan,9,September,8,0.8,0.1
2705,2017,Saskatchewan,10,October,12,255.0,21.25
2706,2017,Saskatchewan,3,March,1,0.1,0.1
2707,2017,Saskatchewan,4,April,15,13.2,0.88
2708,2017,Saskatchewan,5,May,72,256.1,3.556944444444445
2709,2017,Saskatchewan,6,June,15,6.2,0.41333333333333333
2710,2017,Saskatchewan,7,July,66,39543.5,599.1439393939394
2711,2017,Saskatchewan,8,August,135,358410.4,2654.891851851852
2712,2017,Saskatchewan,9,September,37,513.2,13.870270270270272
2713,2018,Saskatchewan,10,October,6,41.5,6.916666666666667
2714,2018,Saskatchewan,4,April,47,423.0,9.0
2715,2018,Saskatchewan,5,May,174,64873.7,372.8373563218391
2716,2018,Saskatchewan,6,June,120,56316.5,469.3041666666667
2717,2018,Saskatchewan,7,July,57,2906.2,50.9859649122807
2718,2018,Saskatchewan,8,August,28,31125.9,1111.6392857142857
2719,2018,Saskatchewan,9,September,1,10.0,10.0
2720,2019,Saskatchewan,1,January,1,0.0,0.0
2721,2019,Saskatchewan,10,October,3,0.3,0.09999999999999999
2722,2019,Saskatchewan,11,November,2,0.1,0.05
2723,2019,Saskatchewan,12,December,5,0.1,0.02
2724,2019,Saskatchewan,4,April,41,298.0,7.2682926829268295
2725,2019,Saskatchewan,5,May,73,1096.3,15.017808219178082
2726,2019,Saskatchewan,6,June,59,1822.1,30.883050847457625
2727,2019,Saskatchewan,7,July,58,44928.4,774.6275862068966
2728,2019,Saskatchewan,8,August,13,8.1,0.6230769230769231
2729,2019,Saskatchewan,9,September,2,0.2,0.1
2730,1990,Yukon,10,October,2,0.52,0.26
2731,1990,Yukon,4,April,3,0.38,0.12666666666666668
2732,1990,Yukon,5,May,15,4105.99,273.73266666666666
2733,1990,Yukon,6,June,19,145.12,7.637894736842106
2734,1990,Yukon,7,July,69,177619.77,2574.199565217391
2735,1990,Yukon,8,August,32,931.61,29.1128125
2736,1990,Yukon,9,September,14,88.53,6.323571428571428
2737,1991,Yukon,4,April,8,6.23,0.77875
2738,1991,Yukon,5,May,28,105.9,3.7821428571428575
2739,1991,Yukon,6,June,109,110310.6,1012.0238532110093
2740,1991,Yukon,7,July,33,9630.36,291.82909090909095
2741,1991,Yukon,8,August,9,217.73,24.19222222222222
2742,1992,Yukon,5,May,9,8.65,0.9611111111111111
2743,1992,Yukon,6,June,26,32567.55,1252.5980769230769
2744,1992,Yukon,7,July,72,5162.91,71.70708333333333
2745,1992,Yukon,8,August,9,75.96,8.44
2746,1993,Yukon,10,October,1,0.01,0.01
2747,1993,Yukon,4,April,1,0.01,0.01
2748,1993,Yukon,5,May,21,16.87,0.8033333333333333
2749,1993,Yukon,6,June,45,36330.64,807.3475555555556
2750,1993,Yukon,7,July,48,17759.7,369.99375000000003
2751,1993,Yukon,8,August,10,60954.4,6095.4400000000005
2752,1993,Yukon,9,September,10,42.68,4.268
2753,1994,Yukon,4,April,5,0.12,0.024
2754,1994,Yukon,5,May,16,3.91,0.244375
2755,1994,Yukon,6,June,47,74562.58,1586.4378723404257
2756,1994,Yukon,7,July,113,254867.5,2255.4646017699115
2757,1994,Yukon,8,August,73,92276.26,1264.0583561643834
2758,1994,Yukon,9,September,1,0.02,0.02
2759,1995,Yukon,0,Unspecified,1,502.5,502.5
2760,1995,Yukon,11,November,1,0.01,0.01
2761,1995,Yukon,3,March,1,2.0,2.0
2762,1995,Yukon,4,April,4,317.78,79.445
2763,1995,Yukon,5,May,31,1097.17,35.392580645161296
2764,1995,Yukon,6,June,80,252762.53,3159.531625
2765,1995,Yukon,7,July,22,7199.26,327.2390909090909
2766,1995,Yukon,8,August,6,0.39,0.065
2767,1995,Yukon,9,September,2,0.6,0.3
2768,1996,Yukon,3,March,2,0.02,0.01
2769,1996,Yukon,4,April,2,0.03,0.015
2770,1996,Yukon,5,May,19,8.13,0.4278947368421053
2771,1996,Yukon,6,June,72,64997.87,902.7481944444445
2772,1996,Yukon,7,July,44,25360.91,576.3843181818182
2773,1996,Yukon,8,August,7,699.77,99.96714285714286
2774,1996,Yukon,9,September,3,0.4,0.13333333333333333
2775,1997,Yukon,10,October,2,1.01,0.505
2776,1997,Yukon,5,May,23,81.35,3.53695652173913
2777,1997,Yukon,6,June,34,12.49,0.3673529411764706
